CP,Năm,Kỳ,Tăng trưởng doanh thu (%),Doanh thu (đồng),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập tài chính,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Doanh thu thuần,Giá vốn hàng bán,Lãi gộp,Chi phí tài chính,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý DN,Lãi/Lỗ từ hoạt động kinh doanh,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Lợi nhuận khác,LN trước thuế,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông thiểu số,Cổ đông của Công ty mẹ,Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,Thuế TNDN,Lãi cơ bản trên cổ phiếu
AAA,2024,4,0.4305353605637385,3844069138022,76186464918,-0.1875431312991508,91249831608.0,-49789576625.0,3844069138022.0,-1549525461.0,3842519612561.0,-3393914630919.0,448604981642.0,-68898239666.0,3971654058.0,-229528379756.0,-46666193570,198733654316.0,3807565493.0,0.0,-104225861458.0,-100418295965.0,98315358351,-37525854225,2885963798.0,63675467924,-12510996994.0,76186464918,,,,,,,,,,,,,,,,,,
AAA,2024,3,-0.09532640680006627,3194720984754,21799597923,-0.779912672349868,33516838128.0,-33905226424.0,3194720984754.0,-1321449422.0,3193399535332.0,-2848063506913.0,345336028419.0,-38092712972.0,7564464721.0,-191007387234.0,-183779758052,-26462526990.0,874508486.0,0.0,-2327212524.0,-1452704038.0,-27915231028,1870420871,342912354.0,-25701897803,-47501495726.0,21799597923,,,,,,,,,,,,,,,,,,
AAA,2024,2,-0.0029414050886950004,2784044828229,135887872408,2.2143704446370864,98092361110.0,-40781649677.0,2784044828229.0,-1564742697.0,2782480085532.0,-2424146450534.0,358333634998.0,-53929325111.0,21455880482.0,-173233226618.0,-76353933733,174365391128.0,4414811284.0,0.0,-1545380136.0,2869431148.0,177234822276,-33386351113,-5934364992.0,137914106171,2026233763.0,135887872408,,,,,,,,,,,,,,,,,,
AAA,2024,1,-0.18042878505572832,2964878299224,134706559842,1.4994036419603567,47863280080.0,-35048921226.0,2964878299224.0,-1046971601.0,2963831327623.0,-2632000466517.0,331830861106.0,-39801387126.0,23727758055.0,-123010462870.0,-73583410041,167026639204.0,1119155732.0,0.0,-214707375.0,904448357.0,167931087561,-26560017429,2523094307.0,143894164439,9187604597.0,134706559842,,,,,,,,,,,,,,,,,,
AAA,2023,4,-0.21332674928410458,2687154224910,93772934728,1.9595447545341231,67921370313.0,-48476740408.0,2687154224910.0,-2575473135.0,2684578751775.0,-2375451450167.0,309127301608.0,-67250781564.0,22819564892.0,-135967900119.0,-89321724866,107327830264.0,4372115464.0,0.0,-3672034674.0,700080790.0,108027911054,-24597831305,8752453615.0,92182533364,-1590401364.0,93772934728,,,,,,,,,,,,,,,,,,
AAA,2023,3,0.07290048021427414,3531352090707,99049764272,0.240196716306346,63082764650.0,-46635327606.0,3531352090707.0,-2273196017.0,3529078894690.0,-3209329498857.0,319749395833.0,-52837104055.0,11922389158.0,-146527042033.0,-71930869436,123459534117.0,6662250470.0,0.0,-3063556223.0,3598694247.0,127058228364,-24538430487,1027660219.0,103547458096,4497693824.0,99049764272,,,,,,,,,,,,,,,,,,
AAA,2023,2,-0.3901680576180326,2792257990090,42275112576,-0.5051206854471922,61416035204.0,-46607049754.0,2792257990090.0,-944663741.0,2791313326349.0,-2556304153355.0,235009172994.0,-59379004371.0,3570401793.0,-118984474113.0,-59741058059,61891073448.0,4640556916.0,0.0,-2514955640.0,2125601276.0,64016674724,-15813694251,1666526245.0,49869506718,7594394142.0,42275112576,,,,,,,,,,,,,,,,,,
AAA,2023,1,-0.1018549581975626,3617596915511,53895480338,-0.38814960790508607,47003239324.0,-45134977429.0,3617596915511.0,-883996058.0,3616712919453.0,-3370542435514.0,246170483939.0,-56006994655.0,14564670455.0,-109390083352.0,-66043720520,76297595191.0,3180093849.0,0.0,-233757804.0,2946336045.0,79243931236,-13692553202,-1754298152.0,63797079882,9901599544.0,53895480338,,,,,,,,,,,,,,,,,,
AAA,2022,4,-0.18706060188400506,3415845425613,-97726483611,-2.6148448036339884,76956511432.0,-57560677981.0,3415845425613.0,-9286091326.0,3406559334287.0,-3372303457270.0,34255877017.0,-85428295752.0,16543417620.0,-129385434583.0,-74282129130,-161340053396.0,2648735254.0,0.0,-1248408201.0,1400327053.0,-159939726343,5919794061,1265826574.0,-152754105708,-55027622097.0,-97726483611,,,,,,,,,,,,,,,,,,
AAA,2022,3,0.0,3291406943915,79866172011,0.0,43749317209.0,-40362653734.0,3291406943915.0,-11072289994.0,3280334653921.0,-2972146306598.0,308188347323.0,-61887618795.0,16495471816.0,-140819634222.0,-58132125521,107593757810.0,1517118689.0,0.0,-4231390245.0,-2714271556.0,104879486254,-28624194066,362140033.0,76617432221,-3248739790.0,79866172011,,,,,,,,,,,,,,,,,,
AAA,2022,2,0.0,4578733575653,85425095236,0.0,62151890682.0,-35891150019.0,4578733575653.0,-3873387481.0,4574860188172.0,-4231027690855.0,343832497317.0,-59187504578.0,8438343001.0,-178910187534.0,-60039573317,116285465571.0,2149643923.0,0.0,-3926631782.0,-1776987859.0,114508477712,-23112399121,1811205117.0,93207283708,7782188472.0,85425095236,,,,,,,,,,,,,,,,,,
AAA,2022,1,0.0,4027853795475,88086043638,0.0,31625143230.0,-39865290941.0,4027853795475.0,-169397008.0,4027684398467.0,-3634008629551.0,393675768916.0,-50899286147.0,16318624809.0,-213685606963.0,-54852980342,122181663503.0,1008460580.0,0.0,-273750352.0,734710228.0,122916373731,-26842454914,414008329.0,96487927146,8401883508.0,88086043638,,,,,,,,,,,,,,,,,,
AAA,2021,4,0.9809409367068366,4201845098822,60517570104,0.04871008908542097,78107573142.0,-36654735524.0,4201845098822.0,-3008748801.0,4198836350021.0,-3818147546774.0,380688803247.0,-59979045743.0,7177874375.0,-253505725452.0,-58090081859,94399397710.0,3188946836.0,0.0,-778912475.0,2410034361.0,96809432071,-50722612194,23788721197.0,69875541074,9357970970.0,60517570104,,,,,,,,,,,,,,,,,,
AAA,2021,3,0.7666065202989163,3409264544303,62514754147,-0.20429462868877105,55774446901.0,-32749759815.0,3409264544303.0,-2084430427.0,3407180113876.0,-3089423538078.0,317756575798.0,-42326671031.0,8614922080.0,-198261662585.0,-46724789099,94832822064.0,1361529707.0,0.0,-2654405570.0,-1292875863.0,93539946201,-30249410376,3982163568.0,67272699393,4757945246.0,62514754147,,,,,,,,,,,,,,,,,,
AAA,2021,2,0.8028239226301114,3269796291844,86326563080,0.2754296475140677,50031313543.0,-44492122484.0,3269796291844.0,-5050435836.0,3264745856008.0,-2900720665515.0,364025190493.0,-54678764618.0,3161056598.0,-184330649064.0,-51778894990,126429251962.0,2821164461.0,0.0,-12019917023.0,-9198752562.0,117230499400,-20006729975,-1226136212.0,95997633213,9671070133.0,86326563080,,,,,,,,,,,,,,,,,,
AAA,2021,1,0.45171638499161887,2284373757361,75141819491,0.28481669746787447,45537795466.0,-37769042726.0,2284373757361.0,-756449265.0,2283617308096.0,-2044520172452.0,239097135644.0,-42748982353.0,3919288485.0,-102440067463.0,-38157791391,105207378388.0,1246188544.0,0.0,-398070888.0,848117656.0,106055496044,-14070463568,-2466580164.0,89518452312,14376632821.0,75141819491,,,,,,,,,,,,,,,,,,
AAA,2020,4,0.1545247612378293,2121135981877,57706672925,-0.020345446892888915,37983730931.0,-48081193362.0,2121135981877.0,-2679294503.0,2118456687374.0,-1910863817019.0,207592870355.0,-51588379475.0,15621701593.0,-85209410170.0,-52489854638,71910658596.0,1132208365.0,0.0,-4040106748.0,-2907898383.0,69002760213,-8856371230,287059614.0,60433448597,2726775672.0,57706672925,,,,,,,,,,,,,,,,,,
AAA,2020,3,-0.18483540954204639,1929838085125,78565203153,0.23335479313790145,44835095737.0,-49063026634.0,1929838085125.0,-2681072633.0,1927157012492.0,-1719945872561.0,207211139931.0,-53099248518.0,810923830.0,-55642770831.0,-42383700043,101731440106.0,1364867671.0,0.0,-3074494731.0,-1709627060.0,100021813046,-13857106104,-86824438.0,86077882504,7512679351.0,78565203153,,,,,,,,,,,,,,,,,,
AAA,2020,2,-0.2562708438666404,1813708066994,67684300148,-0.4860683995435967,49809253203.0,-53578102302.0,1813708066994.0,-3112083642.0,1810595983352.0,-1627230324269.0,183365659083.0,-66895670460.0,280167868.0,-56663819282.0,-34233723263,75661867149.0,-7465221013.0,0.0,7816270394.0,351049381.0,76012916530,-1796665761,-13670181.0,74202580588,6518280440.0,67684300148,,,,,,,,,,,,,,,,,,
AAA,2020,1,-0.39863122077948865,1573567523917,58484466803,-0.7267559403068036,36043002254.0,-50524146818.0,1573567523917.0,-1220192091.0,1572347331826.0,-1393581779831.0,178765551995.0,-56993723826.0,191019839.0,-58328519747.0,-37858614966,61818715549.0,20693211515.0,0.0,-8601383322.0,12091828193.0,73910543742,-11296469822,44342055.0,62658415975,4173949172.0,58484466803,,,,,,,,,,,,,,,,,,
ACB,2024,4,0.08017257670086692,13518376000000,4545364000000,0.13456002440169543,,,,,,,,,,,-2739350000000,,,,,,5671271000000,-1086127000000,-39780000000.0,4545364000000,,4545364000000,13518376000000.0,-6438085000000.0,7080291000000.0,1435715000000.0,-566890000000.0,868825000000.0,344167000000.0,-26090000000.0,213050000000.0,419472000000.0,-346882000000.0,72590000000.0,5463000000.0,8558296000000.0,5818946000000.0,-147675000000.0,-1125907000000.0,1017.0
ACB,2024,3,-0.007819313792599071,12922067000000,3870395000000,-0.041406991665054724,,,,,,,,,,,-2933714000000,,,,,,4844044000000,-971306000000,-2343000000.0,3870395000000,,3870395000000,12922067000000.0,-6040680000000.0,6881387000000.0,1325822000000.0,-578633000000.0,747189000000.0,166635000000.0,71287000000.0,47199000000.0,259065000000.0,-56305000000.0,202760000000.0,19544000000.0,8136001000000.0,5202287000000.0,-358243000000.0,-973649000000.0,0.0
ACB,2024,2,-0.08163412091804549,12474712000000,4468590000000,0.15591516061426142,,,,,,,,,,,-2465618000000,,,,,,5598243000000,-1075344000000,-54309000000.0,4468590000000,,4468590000000,12474712000000.0,-5363206000000.0,7111506000000.0,1421150000000.0,-543581000000.0,877569000000.0,426650000000.0,-41231000000.0,-14005000000.0,415272000000.0,-129401000000.0,285871000000.0,5651000000.0,8652011000000.0,6186393000000.0,-588150000000.0,-1129653000000.0,779.0
ACB,2024,1,-0.09351625143419917,11987594000000,3905419000000,-0.05552802652653706,,,,,,,,,,,-2763921000000,,,,,,4892313000000,-1066922000000,80028000000.0,3905419000000,,3905419000000,11987594000000.0,-5266076000000.0,6721518000000.0,1282271000000.0,-537069000000.0,745202000000.0,233300000000.0,196391000000.0,204068000000.0,172323000000.0,-109907000000.0,62416000000.0,5556000000.0,8168451000000.0,5404530000000.0,-512217000000.0,-986894000000.0,1006.0
ACB,2023,4,0.05120208993676164,12515015000000,4006279000000,0.39566412751984137,,,,,,,,,,,-3013248000000,,,,,,5043574000000,-975257000000,-62038000000.0,4006279000000,,4006279000000,12515015000000.0,-6225399000000.0,6289616000000.0,1305933000000.0,-578635000000.0,727298000000.0,28950000000.0,-13925000000.0,1358428000000.0,216906000000.0,-230699000000.0,-13793000000.0,1889000000.0,8378463000000.0,5365215000000.0,-321641000000.0,-1037295000000.0,1031.0
ACB,2023,3,0.26200091782554413,13023905000000,4037579000000,0.12561695147354665,,,,,,,,,,,-2868218000000,,,,,,5035481000000,-996856000000,-1046000000.0,4037579000000,,4037579000000,13023905000000.0,-6814777000000.0,6209128000000.0,1301774000000.0,-538187000000.0,763587000000.0,315762000000.0,67760000000.0,881942000000.0,202751000000.0,-55714000000.0,147037000000.0,39166000000.0,8424382000000.0,5556164000000.0,-520683000000.0,-997902000000.0,1040.0
ACB,2023,2,0.44206998811934334,13583597000000,3865846000000,-0.019604133550148256,,,,,,,,,,,-2485180000000,,,,,,4832447000000,-911557000000,-55044000000.0,3865846000000,,3865846000000,13583597000000.0,-7337925000000.0,6245672000000.0,1262569000000.0,-458183000000.0,804386000000.0,327437000000.0,71566000000.0,407802000000.0,200858000000.0,-37975000000.0,162883000000.0,3774000000.0,8023520000000.0,5538340000000.0,-705893000000.0,-966601000000.0,797.0
ACB,2023,1,0.4606257341494139,13224279000000,4135029000000,0.2577901071775662,,,,,,,,,,,-2507640000000,,,,,,5156497000000,-1109352000000,87884000000.0,4135029000000,,4135029000000,13224279000000.0,-7009125000000.0,6215154000000.0,1075475000000.0,-448409000000.0,627066000000.0,437956000000.0,42982000000.0,-1032000000.0,576702000000.0,-9458000000.0,567244000000.0,30781000000.0,7920151000000.0,5412511000000.0,-256014000000.0,-1021468000000.0,1224.0
ACB,2022,4,0.4080880100541287,11905432000000,2870518000000,0.18201519871360658,,,,,,,,,,,-4064328000000,,,,,,3611083000000,-692817000000,-47748000000.0,2870518000000,,2870518000000,11905432000000.0,-5451215000000.0,6454217000000.0,1392840000000.0,-465807000000.0,927033000000.0,503889000000.0,-110032000000.0,-2708000000.0,163883000000.0,-23306000000.0,140577000000.0,13020000000.0,7925996000000.0,3861668000000.0,-250585000000.0,-740565000000.0,849.0
ACB,2022,3,0.24480161842819617,10320044000000,3586992000000,0.7059670933575571,,,,,,,,,,,-2525765000000,,,,,,4474760000000,-866236000000,-21532000000.0,3586992000000,,3586992000000,10320044000000.0,-4287794000000.0,6032250000000.0,1296877000000.0,-430092000000.0,866785000000.0,95844000000.0,-39964000000.0,-1502000000.0,104791000000.0,19046000000.0,123837000000.0,13711000000.0,7090961000000.0,4565196000000.0,-90436000000.0,-887768000000.0,1063.0
ACB,2022,2,0.08853707729324845,9419513000000,3943148000000,0.5234891731237696,,,,,,,,,,,-2276351000000,,,,,,4914360000000,-903936000000,-67276000000.0,3943148000000,,3943148000000,9419513000000.0,-3813123000000.0,5606390000000.0,1342948000000.0,-349681000000.0,993267000000.0,145269000000.0,-226653000000.0,18353000000.0,412721000000.0,-56632000000.0,356089000000.0,30632000000.0,6923347000000.0,4646996000000.0,267364000000.0,-971212000000.0,879.0
ACB,2022,1,0.08887076612161261,9053845000000,3287535000000,0.3238035258905026,,,,,,,,,,,-2738601000000,,,,,,4114005000000,-982622000000,156152000000.0,3287535000000,,3287535000000,9053845000000.0,-3613173000000.0,5440672000000.0,1024894000000.0,-285735000000.0,739159000000.0,303367000000.0,-11224000000.0,6505000000.0,429099000000.0,-59908000000.0,369191000000.0,2093000000.0,6849763000000.0,4111162000000.0,2843000000.0,-826470000000.0,1217.0
ACB,2021,4,-0.0007772751548139001,8455034000000,2428495000000,-0.04747831277997665,,,,,,,,,,,-2417444000000,,,,,,3029760000000,-528304000000,-72961000000.0,2428495000000,,2428495000000,8455034000000.0,-3660712000000.0,4794322000000.0,1062911000000.0,-316093000000.0,746818000000.0,237959000000.0,61319000000.0,58365000000.0,134023000000.0,-64922000000.0,69101000000.0,3337000000.0,5971221000000.0,3553777000000.0,-524017000000.0,-601265000000.0,898.0
ACB,2021,3,0.04534854984200957,8290513000000,2102615000000,0.013517486980447052,,,,,,,,,,,-2254497000000,,,,,,2615599000000,-558745000000,45761000000.0,2102615000000,,2102615000000,8290513000000.0,-3770002000000.0,4520511000000.0,897088000000.0,-261529000000.0,635559000000.0,205933000000.0,183481000000.0,92038000000.0,148382000000.0,-106055000000.0,42327000000.0,10333000000.0,5690182000000.0,3435685000000.0,-820086000000.0,-512984000000.0,323.0
ACB,2021,2,0.13670662331611247,8653369000000,2588235000000,0.7009341802182492,,,,,,,,,,,-1592538000000,,,,,,3248434000000,-591994000000,-68205000000.0,2588235000000,,2588235000000,8653369000000.0,-3662982000000.0,4990387000000.0,1186356000000.0,-299977000000.0,886379000000.0,231524000000.0,91668000000.0,44709000000.0,174708000000.0,-195620000000.0,-20912000000.0,3462000000.0,6227217000000.0,4634679000000.0,-1386245000000.0,-660199000000.0,673.0
ACB,2021,1,0.05913986301701397,8314894000000,2483401000000,0.6156898948832603,,,,,,,,,,,-1965297000000,,,,,,3104319000000,-710036000000,89118000000.0,2483401000000,,2483401000000,8314894000000.0,-3675322000000.0,4639572000000.0,880105000000.0,-254898000000.0,625207000000.0,196140000000.0,113492000000.0,48939000000.0,246046000000.0,-197099000000.0,48947000000.0,3080000000.0,5675377000000.0,3710080000000.0,-605761000000.0,-620918000000.0,1149.0
ACB,2020,4,0.10107592112644387,8461611000000,2549543000000,0.6456723001779581,,,,,,,,,,,-1763715000000,,,,,,3184729000000,-633372000000,-1814000000.0,2549543000000,,2549543000000,8461611000000.0,-4045879000000.0,4415732000000.0,797121000000.0,-391415000000.0,405706000000.0,198686000000.0,63524000000.0,32411000000.0,136332000000.0,-70416000000.0,65916000000.0,13430000000.0,5195405000000.0,3431690000000.0,-246961000000.0,-635186000000.0,1180.0
ACB,2020,3,0.08859891099754125,7930860000000,2074572000000,0.33911433683705006,,,,,,,,,,,-1732012000000,,,,,,2591572000000,-511134000000,-5866000000.0,2074572000000,,2074572000000,7930860000000.0,-4295859000000.0,3635001000000.0,735773000000.0,-244196000000.0,491577000000.0,192807000000.0,17433000000.0,37526000000.0,154046000000.0,-42811000000.0,111235000000.0,1000000.0,4485580000000.0,2753568000000.0,-161996000000.0,-517000000000.0,548.0
ACB,2020,2,0.11756971903922675,7612667000000,1521655000000,-0.007234089472272912,,,,,,,,,,,-1767906000000,,,,,,1894664000000,-393704000000,20695000000.0,1521655000000,,1521655000000,7612667000000.0,-4500721000000.0,3111946000000.0,631989000000.0,-205330000000.0,426659000000.0,152824000000.0,70908000000.0,313391000000.0,82674000000.0,-60684000000.0,21990000000.0,4382000000.0,4102100000000.0,2334194000000.0,-439530000000.0,-373009000000.0,855.0
ACB,2020,1,0.20122984137194577,7850610000000,1537053000000,0.12531325751946168,,,,,,,,,,,-2360635000000,,,,,,1924923000000,-402471000000,14601000000.0,1537053000000,,1537053000000,7850610000000.0,-4431166000000.0,3419444000000.0,638601000000.0,-267889000000.0,370712000000.0,142870000000.0,14638000000.0,348787000000.0,122407000000.0,-41898000000.0,80509000000.0,1264000000.0,4378224000000.0,2017589000000.0,-92666000000.0,-387870000000.0,928.0
ANV,2024,4,0.23020717232782556,1368682928274,5340268025,11.311670399928337,14212851162.0,-21907206275.0,1368682928274.0,-7859834682.0,1360823093592.0,-1222183723943.0,138639369649.0,-23559258822.0,-1994963699.0,-94978099346.0,-21186913600,11132985344.0,4152445175.0,,-1498010250.0,2654434925.0,13787420269,-5776652531,-2670499713.0,5340268025,0.0,5340268025,,,,,,,,,,,,,,,,,,
ANV,2024,3,0.22189966226317276,1344998186838,27876196893,25.83006251794487,2418259578.0,-20471326945.0,1344998186838.0,-3976876226.0,1341021310612.0,-1168357194650.0,172664115962.0,-28078018440.0,0.0,-82102647292.0,-20147080542,44754629266.0,3294027823.0,,-10942478627.0,-7648450804.0,37106178462,-7015274563,-2214707006.0,27876196893,0.0,27876196893,,,,,,,,,,,,,,,,,,
ANV,2024,2,0.1084692525004914,1209204299276,-2287190579,0.9551920137094998,10747529101.0,-26566099893.0,1209204299276.0,-15791434691.0,1193412864585.0,-1045599400424.0,147813464161.0,-27239372700.0,-2090711241.0,-68747384460.0,-26303368380,34180156481.0,4531654066.0,,-41542415466.0,-37010761400.0,-2830604919,-2522850825,3066265165.0,-2287190579,0.0,-2287190579,,,,,,,,,,,,,,,,,,
ANV,2024,1,-0.12212893991250487,1016226486382,16902899308,-0.8170100949833462,5238300146.0,-22401908444.0,1016226486382.0,-217782258.0,1016008704124.0,-914753549094.0,101255155030.0,-24606734179.0,0.0,-34495714110.0,-18177088639,29213918248.0,3218915283.0,,-1982241185.0,1236674098.0,30450592346,-10195193038,-3352500000.0,16902899308,0.0,16902899308,,,,,,,,,,,,,,,,,,
ANV,2023,4,-0.04190041439452494,1112562956111,-517885834,-1.0048615893208253,6976266293.0,-32485759646.0,1112562956111.0,-1753738880.0,1110809217231.0,-996514859337.0,114294357894.0,-45917400450.0,-2034180615.0,-53591974975.0,-17941927252,1785140895.0,3165536763.0,,-647140652.0,2518396111.0,4303537006,-4770672079,-50750761.0,-517885834,0.0,-517885834,,,,,,,,,,,,,,,,,,
ANV,2023,3,-0.11797869182461532,1100743562157,1038991127,-0.9913346454412223,8333288294.0,-29299027468.0,1100743562157.0,-1922667174.0,1098820894983.0,-1014020341511.0,84800553472.0,-36018746959.0,0.0,-37580664764.0,-16073043212,3461386831.0,3843517038.0,,-210626155.0,3632890883.0,7094277714,-6042939253,-12347334.0,1038991127,0.0,1038991127,,,,,,,,,,,,,,,,,,
ANV,2023,2,-0.16460988542473345,1090877619337,-51044261712,-1.2120769083598881,7725908093.0,-42982913781.0,1090877619337.0,-16583485410.0,1074294133927.0,-1026112650257.0,48181483670.0,-46362153774.0,-1989053272.0,-42521766564.0,-23288357230,-58253939077.0,7559500007.0,,-1075036891.0,6484463116.0,-51769475961,61306104,663908145.0,-51044261712,0.0,-51044261712,,,,,,,,,,,,,,,,,,
ANV,2023,1,-0.05073921630120318,1157603357241,92370665510,-0.5529657486040188,9064545904.0,-32525322422.0,1157603357241.0,-2404970502.0,1155198386739.0,-951899894183.0,203298492556.0,-36272402336.0,0.0,-54722486860.0,-18412497717,102955651547.0,5892031697.0,,-854440898.0,5037590799.0,107993242346,-10647106309,-4975470527.0,92370665510,0.0,92370665510,,,,,,,,,,,,,,,,,,
ANV,2022,4,0.095224907846211,1161218492134,106526034970,0.9908258847239265,36023954719.0,-33152241631.0,1161218492134.0,-16939359083.0,1144279133051.0,-909114878733.0,235164254318.0,-69445744526.0,42800285.0,-70483909981.0,-18047485065,113253869750.0,13947994171.0,,-966007318.0,12981986853.0,126235856603,-22451642900,2741821267.0,106526034970,0.0,106526034970,,,,,,,,,,,,,,,,,,
ANV,2022,3,0.9020703293687787,1247978424052,119901744349,10.104680424445323,15757773274.0,-25778737202.0,1247978424052.0,-9296349764.0,1238682074288.0,-951858384309.0,286823689979.0,-49513736666.0,0.0,-97363648627.0,-21115408576,134588669384.0,3086728286.0,,-102861055.0,2983867231.0,137572536615,-22916042266,5245250000.0,119901744349,0.0,119901744349,,,,,,,,,,,,,,,,,,
ANV,2022,2,0.20828335434968093,1305830174794,240687503919,9.137729134711837,16591231477.0,-24289946377.0,1305830174794.0,-11312062857.0,1294518111937.0,-839825105428.0,454693006509.0,-45130634729.0,-97368931.0,-113203829899.0,-41363027277,271489377150.0,1407655501.0,,-1348417818.0,59237683.0,271548614833,-38995676979,8134566065.0,240687503919,0.0,240687503919,,,,,,,,,,,,,,,,,,
ANV,2022,1,0.7240771132714098,1219478753489,206629951109,2.2387300610236274,11298773346.0,-21904877982.0,1219478753489.0,-311032327.0,1219167721162.0,-860306359468.0,358861361694.0,-24068290680.0,0.0,-97147082058.0,-13689839595,235254922707.0,3104056296.0,,-46829.0,3104009467.0,238358932174,-30153481065,-1575500000.0,206629951109,0.0,206629951109,,,,,,,,,,,,,,,,,,
ANV,2021,4,0.12334890846975612,1060255737260,53508463893,-0.38078321522729947,14446836484.0,-34745448073.0,1060255737260.0,-2356234815.0,1057899502445.0,-854049642369.0,203849860076.0,-39200472429.0,286875516.0,-86036531960.0,-24602525173,68744042514.0,2093786636.0,,-77544686.0,2016241950.0,70760284464,-13118060178,-4133760393.0,53508463893,0.0,53508463893,,,,,,,,,,,,,,,,,,
ANV,2021,3,-0.19052437619983778,656115814848,-13169242495,-1.3290409624632231,11936836497.0,-18036176168.0,656115814848.0,-316091318.0,655799723530.0,-586791196775.0,69008526755.0,-21310502936.0,0.0,-65687005897.0,-13862224592,-19914370173.0,1534559375.0,,-299807100.0,1234752275.0,-18679617898,6951925404,-1441550001.0,-13169242495,0.0,-13169242495,,,,,,,,,,,,,,,,,,
ANV,2021,2,0.20308924496338657,1080731742346,23741757224,-0.26116651631541976,7198730484.0,-28939223970.0,1080731742346.0,-6363731565.0,1074368010781.0,-936210796006.0,138157214775.0,-31376113680.0,-178533769.0,-86075731664.0,-6801065297,20924500849.0,3803314337.0,,433483.0,3803747820.0,24728248669,-4525414247,3538922802.0,23741757224,0.0,23741757224,,,,,,,,,,,,,,,,,,
ANV,2021,1,-0.14372412632822232,707322627336,63799682967,0.47141139073459815,7444867562.0,-21238504666.0,707322627336.0,-1463542818.0,705859084518.0,-563561220829.0,142297863689.0,-24028304667.0,0.0,-43157670535.0,-11208237803,71348518246.0,2756714422.0,,-42382867.0,2714331555.0,74062849801,-10198416834,-64750000.0,63799682967,0.0,63799682967,,,,,,,,,,,,,,,,,,
ANV,2020,4,-0.32419309058094076,943834750954,86413135446,-0.562896033912698,9399630904.0,-18935920279.0,943834750954.0,-7475583490.0,936359167464.0,-770068477899.0,166290689565.0,-27402665089.0,-269655707.0,-55696129460.0,-18509106134,73812764079.0,24815838492.0,,-273757058.0,24542081434.0,98354845513,-18812022510,6870312443.0,86413135446,0.0,86413135446,,,,,,,,,,,,,,,,,,
ANV,2020,3,-0.2895739250569319,810544253041,40023109574,-0.738084099473678,8453202842.0,-13348678523.0,810544253041.0,-2246855537.0,808297397504.0,-701232031898.0,107065365606.0,-13805921619.0,0.0,-38005675365.0,-13747737390,49959234074.0,1860650820.0,,-136576918.0,1724073902.0,51683307976,-11976698402,316500000.0,40023109574,0.0,40023109574,,,,,,,,,,,,,,,,,,
ANV,2020,2,-0.15858552458027203,898297235114,32134111066,-0.7902837363031401,12023747210.0,-16573468546.0,898297235114.0,-14203785577.0,884093449537.0,-794134407471.0,89959042066.0,-22129829664.0,-22666094.0,-36339674998.0,-11660677497,31829941023.0,6398011536.0,,-394914628.0,6003096908.0,37833037931,417554313,-6116481178.0,32134111066,0.0,32134111066,,,,,,,,,,,,,,,,,,
ANV,2020,1,-0.09624828907014701,826045260744,43359514116,-0.7835474465012265,13058402489.0,-13754138276.0,826045260744.0,-14880565202.0,811164695542.0,-689808534919.0,121356160623.0,-16692449279.0,0.0,-55221933916.0,-12644313609,49855866308.0,1973201293.0,,-68416792.0,1904784501.0,51760650809,-8929636693,528500000.0,43359514116,0.0,43359514116,,,,,,,,,,,,,,,,,,
BCG,2024,4,0.1677772757038014,1395854301681,126944657704,2.9691394836584792,480716039223.0,-293977786231.0,1395854301681.0,-262122486328.0,1133731815353.0,-919889961835.0,213841853518.0,-463259059816.0,92190794346.0,-34060174435.0,-162104724564,127324728272.0,14624129805.0,,-28592581759.0,-13968451954.0,113356276318,-44119292127,27236381581.0,96473365772,-30471291932.0,126944657704,,,,,,,,,,,,,,,,,,
BCG,2024,3,0.12504350268488926,1170770268282,131526669847,22.103146598095528,496510080089.0,-254303388067.0,1170770268282.0,-32901825006.0,1137868443276.0,-814705203777.0,323163239499.0,-282495326180.0,-2553344068.0,-33031541010.0,-117998604169,383594504161.0,8534916768.0,,-9700587681.0,-1165670913.0,382428833248,-51438950084,217706295.0,331207589459,199680919612.0,131526669847,,,,,,,,,,,,,,,,,,
