CP,Năm,Kỳ,TÀI SẢN NGẮN HẠN (đồng),Tiền và tương đương tiền (đồng),Giá trị thuần đầu tư ngắn hạn (đồng),Các khoản phải thu ngắn hạn (đồng),Hàng tồn kho ròng,Tài sản lưu động khác,TÀI SẢN DÀI HẠN (đồng),Phải thu về cho vay dài hạn (đồng),Tài sản cố định (đồng),Giá trị ròng tài sản đầu tư,Đầu tư dài hạn (đồng),Tài sản dài hạn khác,TỔNG CỘNG TÀI SẢN (đồng),NỢ PHẢI TRẢ (đồng),Nợ ngắn hạn (đồng),Nợ dài hạn (đồng),VỐN CHỦ SỞ HỮU (đồng),Vốn và các quỹ (đồng),Các quỹ khác,Lãi chưa phân phối (đồng),LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,TỔNG CỘNG NGUỒN VỐN (đồng),Trả trước cho người bán ngắn hạn (đồng),Phải thu về cho vay ngắn hạn (đồng),"Hàng tồn kho, ròng (đồng)",Tài sản lưu động khác (đồng),Quỹ đầu tư và phát triển (đồng),Cổ phiếu phổ thông (đồng),Vốn góp của chủ sở hữu (đồng),Trái phiếu chuyển đổi (đồng),Vay và nợ thuê tài chính dài hạn (đồng),Người mua trả tiền trước ngắn hạn (đồng),Vay và nợ thuê tài chính ngắn hạn (đồng),Lợi thế thương mại (đồng),Trả trước dài hạn (đồng),Tài sản dài hạn khác (đồng),Phải thu dài hạn khác (đồng),Phải thu dài hạn (đồng),Tiền gửi tại ngân hàng nhà nước Việt Nam,Tiền gửi tại các TCTD khác và cho vay các TCTD khác,Chứng khoán kinh doanh,_Chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Các công cụ tài chính phái sinh và khoản nợ tài chính khác,Cho vay khách hàng,_Cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Chứng khoán đầu tư,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng giảm giá chứng khoán đầu tư,Đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư dài hạn,Tài sản cố định hữu hình,Tài sản cố định vô hình,Tài sản Có khác,Các khoản nợ chính phủ và NHNN Việt Nam,Tiền gửi và vay các Tổ chức tín dụng khác,Tiền gửi của khách hàng,_Các công cụ tài chính phái sinh và khoản nợ tài chính khác,"Vốn tài trợ, uỷ thác đầu tư của CP và các tổ chức TD khác",Phát hành giấy tờ có giá,Các khoản nợ khác,Vốn của tổ chức tín dụng,Quỹ của tổ chức tín dụng,Chênh lệch tỷ giá hối đoái,Đầu tư vào công ty con,Tài sản cố định thuê tài chính,Chênh lệch đánh giá lại tài sản,Cổ đông thiểu số,Lợi thế thương mại,Vốn Ngân sách nhà nước và quỹ khác,_Các quỹ khác
AAA,2024,4,6426369244563.0,2419517905105,718639358712.0,1801012289922.0,1286443372106.0,200756318718.0,7341846339892.0,358500000000.0,3037270806863,1303970692613.0,254217998561.0,1136863151319.0,13768215584455,7531941631255,4132594319010.0,3399347312245.0,6236273953200,6236273953200.0,18751291534.0,539311728597,902455310817.0,13768215584455,548902941301.0,1500000000.0,1288143128446.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1339620732954.0,135152896271.0,2554855324899.0,156430635657.0,966201588541.0,30376592621.0,26148137968.0,384648137968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,3,6956714508528.0,1945532019980,1346697394178.0,2303218872955.0,1138806271275.0,222459950140.0,6075525235098.0,358500000000.0,2717470957150,1324944634827.0,273912623253.0,955164387362.0,13032239743626,6955710255283,4136418106173.0,2819292149110.0,6076529488343,6076529488343.0,18751291534.0,269844663327,1022402946905.0,13032239743626,740033832744.0,290325328767.0,1139066069693.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,779984342981.0,151267936143.0,2801596271811.0,43205589496.0,897925186661.0,49976592621.0,19413131805.0,377913131805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,2,6152632538191.0,2188093990715,1318382250000.0,1585450329064.0,890797021045.0,169908947367.0,6115223219397.0,343300250000.0,1916572415553,1340350302192.0,1343884550537.0,881415303958.0,12267855757588,6105593398756,3607913079905.0,2497680318851.0,6162262358832,6162262358832.0,18751291534.0,782172256083,585026551130.0,12267855757588,655264859253.0,106738000000.0,891770591173.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,547451539393.0,154634275729.0,2510129835339.0,44736658042.0,823302978572.0,0.0,10409193733.0,353709443733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,1,5504717598034.0,2017366509375,197451050000.0,2530441102546.0,604260563714.0,155198372399.0,6181900412655.0,398934150000.0,1964597358066,1358591960902.0,1353097235679.0,879836245565.0,11686618010689,5623021220528,3411149443389.0,2211871777139.0,6063596790161,6063596790161.0,18751291534.0,693519845467,586511698011.0,11686618010689,698841814064.0,759308754048.0,605617802847.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,329579423872.0,115433010516.0,2382591097052.0,46267726588.0,816694523674.0,0.0,6590980260.0,405525130260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,4,5688336332807.0,2435058282465,1079609986000.0,1232500178273.0,760810693155.0,180357192914.0,5846639913087.0,77154150000.0,1946902023233,1317371277837.0,1328045371157.0,873382788410.0,11534976245894,5614689992713,3746883819114.0,1867806173599.0,5920286253181,5920286253181.0,18751291534.0,565860941388,571368089756.0,11534976245894,343902777299.0,63067844806.0,762527847268.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,358670895783.0,144718492819.0,2625493361173.0,57203184735.0,801064621258.0,0.0,5143119278.0,84392803593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,3,5858655780805.0,1689712971535,1391367436000.0,1922463914793.0,690502336003.0,164609122474.0,5751606062962.0,143345750000.0,1998478887675,468794498332.0,1317954806265.0,827567134188.0,11610261843767,5162454215090,3206291903677.0,1956162311413.0,6447807628677,6447807628677.0,18751291534.0,893732261191,772208164353.0,11610261843767,317819969095.0,296549690310.0,704118740818.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1099098717329.0,118527164622.0,2055450182038.0,58981737219.0,762222868167.0,0.0,9859920408.0,153205670408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,2,6040107176096.0,1367496215370,1506625000000.0,1379548589695.0,1559082860922.0,227354510109.0,5189927737183.0,111910000000.0,2062651076560,477372811811.0,1306032417107.0,900076803830.0,11230034913279,4885759889773,3596439506682.0,1289320383091.0,6344275023506,6344275023506.0,18751291534.0,797055737811,770159411296.0,11230034913279,329637197645.0,59897289636.0,1582848352787.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1143790699303.0,266498373972.0,2103986867520.0,60714229541.0,834027705706.0,0.0,7987139470.0,119897139470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,1,5674658316737.0,1827056484454,697156000000.0,1848856141722.0,1135368241370.0,166221449191.0,5227312943630.0,51940160000.0,2018003467301,487328076836.0,1582738207943.0,301051591601.0,10901971260367,4670840550735,3265392932493.0,1405447618242.0,6231130709632,6231130709632.0,44744930000.0,773594528190,660472823778.0,10901971260367,283889830619.0,385493358986.0,1154741772552.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1228962193450.0,145738903079.0,2166459218015.0,31449319555.0,265933929708.0,0.0,15734185186.0,137514792584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,4,5623485000285.0,1655456757815,436156000000.0,1551890327952.0,1776319126153.0,203662788365.0,5157831431634.0,940160000.0,2077458744071,497283341861.0,1494090455165.0,308638603479.0,10781316431919,4613713019899,3195249080486.0,1418463939413.0,6167603412020,6167603412020.0,44744930000.0,717576194474,651740713232.0,10781316431919,256752902117.0,176995600000.0,1846699548793.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1242368724012.0,147950965344.0,1887821444978.0,32469590996.0,270203822136.0,0.0,15735626640.0,86913682992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,3,6138746931264.0,1353251366894,436156000000.0,1953273833748.0,2158635136318.0,237430594304.0,5139248523054.0,20000000000.0,1932240625546,499800506889.0,1399487037545.0,298391234547.0,11277995454318,4882951646543,3326090788653.0,1556860857890.0,6395043807775,6395043807775.0,44744930000.0,817221849987,781210013532.0,11277995454318,330166643975.0,438869500000.0,2158635136318.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1385773140280.0,137717980454.0,2021311451391.0,33489862437.0,260202008337.0,17432479452.0,15933076028.0,107195713558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,2,5808222903667.0,1020615568519,461156000000.0,2213600227647.0,1910442387300.0,202408720201.0,5119501983546.0,0.0,1993981354776,509061137434.0,1328019487262.0,307920744143.0,10927724887213,5337317566503,3996286768740.0,1341030797763.0,5590407320710,5590407320710.0,44744930000.0,756325262940,718777866614.0,10927724887213,294306624209.0,279288799999.0,1925460191272.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,1159642207370.0,139711640962.0,2390694768419.0,34510133879.0,269073386524.0,123752479452.0,15926573228.0,85387374158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,1,5562193645295.0,1549911273413,461156000000.0,2348160848783.0,1042196865390.0,160768657709.0,4914883371635.0,13390050000.0,2056372616664,518130196694.0,943436624332.0,295194174127.0,10477077016930,5103178395965,3838441760839.0,1264736635126.0,5373898620965,5373898620965.0,44744930000.0,712807348143,558394575559.0,10477077016930,663295939185.0,246463950000.0,1042196865390.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,1164711621851.0,193173188077.0,2408188617527.0,35530405320.0,257137750184.0,17432479452.0,16438208698.0,232828224110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,4,5336715803039.0,1987170712682,436156000000.0,1810385030365.0,965573567309.0,137430492683.0,4654916125530.0,44699588400.0,2100839611952,526347470213.0,569909270071.0,325676975271.0,9991631928569,4533249592064,3260484568906.0,1272765023158.0,5458382336505,5458382336505.0,26544930000.0,723894567551,646409327235.0,9991631928569,372650796035.0,84906400000.0,965573567309.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,1175997845832.0,147812623494.0,2172872598928.0,36550676761.0,287014288216.0,17995000000.0,16438046128.0,278966433205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,3,5461324349888.0,1439605995924,11156000000.0,2804651300757.0,1024271430739.0,181639622468.0,4495790870966.0,97001119400.0,2167859389674,423764703921.0,487167006719.0,295536442376.0,9957115220854,4659393268030,3801512394659.0,857880873371.0,5297721952824,5297721952824.0,26544930000.0,642001836089,564346517617.0,9957115220854,890965927240.0,633444990000.0,1024271430739.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,766558966756.0,221778116269.0,2445966609318.0,37570948202.0,257445687452.0,16747330798.0,17126470178.0,193680938752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,2,5467617108516.0,2214209755238,11156000000.0,1918577752695.0,1131960274006.0,191713326577.0,4174692972811.0,94014542000.0,2234226484099,431815404971.0,478552084639.0,314088690352.0,9642310081327,4426884790877,3710035034429.0,716849756448.0,5215425290450,5215425290450.0,26544930000.0,666244197560,454318963753.0,9642310081327,702975473222.0,151570190000.0,1131960274006.0,0.0,80481616464.0,2967599740000.0,2967599740000,0.0,614304967906.0,139624271691.0,2790701013738.0,38591219644.0,275406853401.0,16747330798.0,17129077248.0,181186557642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,1,5279713527496.0,967769374300,176256000000.0,2784501446413.0,1166690129425.0,184496577358.0,3899671614948.0,1400000000.0,2267854058668,439985635641.0,491199417821.0,272243603308.0,9179385142444,5051729751083,4114416685869.0,937313065214.0,4127655391361,4127655391361.0,26544930000.0,624461925263,474808399771.0,9179385142444,697254117869.0,947837432790.0,1166690129425.0,0.0,80481616464.0,2217599740000.0,2217599740000,0.0,823370791373.0,132191581438.0,3141542877800.0,14792187644.0,257354754437.0,17353094158.0,17129667528.0,60663433603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,4,4451050828524.0,963717122052,713600000000.0,1669170204812.0,946809379604.0,157754122056.0,4118563089369.0,114055000000.0,2325026613214,447748684374.0,533377809163.0,277269221328.0,8569613917893,4545451942407,3772834861366.0,772617081041.0,4024161975486,4024161975486.0,26544930000.0,568916257156,426375132551.0,8569613917893,790942957319.0,42643890561.0,947201357809.0,0.0,80481616464.0,2217599740000.0,2217599740000,0.0,617146847843.0,106523885106.0,2943359269628.0,15191976499.0,261846885299.0,17353094158.0,17129962668.0,173910564469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,3,4205633058730.0,238982685166,720904657534.0,2218744590601.0,828614538583.0,198386586846.0,4000543436017.0,138250000000.0,2383104968821,406687571620.0,417733256928.0,302699699131.0,8206176494747,4239353049643,2795587293037.0,1443765756606.0,3966823445104,3966823445104.0,0.0,643354324705,426501391236.0,8206176494747,638543291761.0,728622625208.0,828614538583.0,0.0,80481616464.0,2111999760000.0,2111999760000,0.0,1297214944627.0,60862829148.0,2170404392079.0,15904880326.0,286794423615.0,265945943589.0,17614940288.0,155864940288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,2,4344553691137.0,267894557509,727670657534.0,2316599745175.0,897444507113.0,134944223806.0,3442031148277.0,316150000000.0,1986864018217,239089489059.0,182496701830.0,188794058791.0,7786584839414,4544986504306,3174568932453.0,1370417571853.0,3241598335108,3241598335108.0,0.0,670586342115,234344872256.0,7786584839414,678970729014.0,898492404396.0,897444507113.0,0.0,80481616464.0,1711999760000.0,1711999760000,0.0,1225279196361.0,70965720591.0,2459494332797.0,0.0,188662388275.0,47257112000.0,19095450918.0,335245450918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,1,4556885712745.0,288449896598,840336028767.0,2157057260454.0,1117690136735.0,153352390191.0,3211346013854.0,303850000000.0,2041133677870,234318421562.0,87418469641.0,193251876387.0,7768231726599,4527286854655,3064318165019.0,1462968689636.0,3240944871944,3240944871944.0,0.0,597394578048,305919884973.0,7768231726599,666946499238.0,656952666849.0,1117690136735.0,0.0,80481616464.0,1711999760000.0,1711999760000,0.0,1331854827553.0,101266475990.0,2422782999176.0,0.0,193062084803.0,0.0,20667470288.0,324517470288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACB,2024,4,,5696449000000,,,,,,,5412370000000,177005000000.0,124935000000.0,,864005703000000,780544025000000,,,83461678000000,,,23733752000000,0.0,864005703000000,,,,,,,44666579000000,,,,,,,292867000000.0,,,25219753000000.0,117882259000000.0,3881151000000.0,4029088000000.0,-147937000000.0,55992000000.0,573946692000000.0,580686248000000.0,-6739556000000.0,121090243000000.0,108918477000000.0,12171766000000.0,0.0,0.0,-167932000000.0,3222198000000.0,2190172000000.0,10518854000000.0,7954853000000.0,111591668000000.0,537304578000000.0,0.0,28008000000.0,101650446000000.0,22014472000000.0,44938358000000.0,14789568000000.0,0.0,,,,,,,
ACB,2024,3,,5870526000000,,,,,,,4642986000000,177005000000.0,127425000000.0,,777392922000000,698538661000000,,,78854261000000,,,22420521000000,0.0,777392922000000,,,,,,,44666579000000,,,,,,,292867000000.0,,,8392393000000.0,92090423000000.0,6965867000000.0,7059448000000.0,-93581000000.0,267873000000.0,548247424000000.0,554908474000000.0,-6661050000000.0,100862391000000.0,88938255000000.0,11931400000000.0,-7264000000.0,0.0,-165442000000.0,3084190000000.0,1558796000000.0,9748609000000.0,19152000000.0,73519652000000.0,512123668000000.0,0.0,31641000000.0,90366104000000.0,22478444000000.0,44938358000000.0,11557435000000.0,-62053000000.0,,,,,,,
ACB,2024,2,,6594138000000,,,,,,,4665559000000,177005000000.0,128875000000.0,,769678700000000,694886022000000,,,74792678000000,,,18550126000000,0.0,769678700000000,,,,,,,44666579000000,,,,,,,292867000000.0,,,15724945000000.0,105419092000000.0,6125105000000.0,6236053000000.0,-110948000000.0,0.0,543853038000000.0,550172293000000.0,-6319255000000.0,77089507000000.0,61663820000000.0,15438107000000.0,-12420000000.0,0.0,-163992000000.0,3119424000000.0,1546135000000.0,9901436000000.0,15945000000.0,93760618000000.0,511695775000000.0,61832000000.0,33175000000.0,66953215000000.0,22365462000000.0,44938358000000.0,11557435000000.0,-253241000000.0,,,,,,,
ACB,2024,1,,6470319000000,,,,,,,4670671000000,177005000000.0,140025000000.0,,727297968000000,652507236000000,,,74790732000000,,,24191662000000,0.0,727297968000000,,,,,,,38840504000000,,,,,,,303387000000.0,,,7851936000000.0,121950918000000.0,7377873000000.0,7469189000000.0,-91316000000.0,0.0,500339694000000.0,506112216000000.0,-5772522000000.0,67999640000000.0,45959043000000.0,22040597000000.0,0.0,0.0,-163362000000.0,3234051000000.0,1436620000000.0,10319887000000.0,66583000000.0,89358866000000.0,492804396000000.0,518306000000.0,37321000000.0,49011681000000.0,20710083000000.0,39112283000000.0,11557435000000.0,-70648000000.0,,,,,,,
ACB,2023,4,,6909300000000,,,,,,,4762561000000,177005000000.0,140025000000.0,,718794589000000,647838628000000,,,70955961000000,,,20286243000000,0.0,718794589000000,,,,,,,38840504000000,,,,,,,303387000000.0,,,18504814000000.0,114873931000000.0,7177069000000.0,7323489000000.0,-146420000000.0,0.0,482234900000000.0,487601852000000.0,-5366952000000.0,73463347000000.0,44903768000000.0,28559579000000.0,0.0,0.0,-163362000000.0,3317568000000.0,1444993000000.0,10551637000000.0,88000000.0,89506662000000.0,482702731000000.0,117126000000.0,41534000000.0,52410014000000.0,23060473000000.0,39112283000000.0,11557435000000.0,0.0,,,,,,,
ACB,2023,3,,6552560000000,,,,,,,4447517000000,177005000000.0,140025000000.0,,648509938000000,581684649000000,,,66825289000000,,,18617293000000,0.0,648509938000000,,,,,,,38840504000000,,,,,,,303387000000.0,,,12405261000000.0,98170290000000.0,1892458000000.0,2023422000000.0,-130964000000.0,79210000000.0,444641463000000.0,449751645000000.0,-5110182000000.0,70233160000000.0,34885148000000.0,35348012000000.0,0.0,0.0,-163362000000.0,3131419000000.0,1316098000000.0,9770989000000.0,18552000000.0,64119526000000.0,445499845000000.0,0.0,45249000000.0,48858665000000.0,23142812000000.0,39112283000000.0,9220106000000.0,-124393000000.0,,,,,,,
ACB,2023,2,,5983591000000,,,,,,,4292448000000,177005000000.0,146321000000.0,,630893170000000,568025989000000,,,62867181000000,,,14579714000000,0.0,630893170000000,,,,,,,38840504000000,,,,,,,303387000000.0,,,11514014000000.0,89763275000000.0,1068921000000.0,1182088000000.0,-113167000000.0,114028000000.0,429058305000000.0,434031946000000.0,-4973641000000.0,79112752000000.0,42472830000000.0,36639922000000.0,0.0,0.0,-157066000000.0,3101005000000.0,1191443000000.0,9662510000000.0,2921000000.0,68957498000000.0,432410465000000.0,0.0,49182000000.0,44657505000000.0,21948418000000.0,39112283000000.0,9220106000000.0,-44922000000.0,,,,,,,
ACB,2023,1,,6654779000000,,,,,,,4127353000000,177005000000.0,141148000000.0,,611223523000000,548693358000000,,,62530165000000,,,19307456000000,0.0,611223523000000,,,,,,,33774351000000,,,,,,,303387000000.0,,,6429413000000.0,94638910000000.0,1541928000000.0,1699679000000.0,-157751000000.0,395042000000.0,406620881000000.0,411288535000000.0,-4667654000000.0,79206253000000.0,36077453000000.0,43128800000000.0,0.0,0.0,-162239000000.0,2966929000000.0,1160424000000.0,11290811000000.0,6110000000.0,52857299000000.0,422755092000000.0,0.0,55580000000.0,50155919000000.0,22863358000000.0,34046130000000.0,9220106000000.0,-43527000000.0,,,,,,,
ACB,2022,4,,8460892000000,,,,,,,3981376000000,177005000000.0,146814000000.0,,607875185000000,549436522000000,,,58438663000000,,,15172408000000,0.0,607875185000000,,,,,,,33774351000000,,,,,,,303387000000.0,,,13657531000000.0,85971313000000.0,1131327000000.0,1320941000000.0,-189614000000.0,100072000000.0,408856508000000.0,413706244000000.0,-4849736000000.0,75534794000000.0,31854915000000.0,43679879000000.0,0.0,0.0,-156573000000.0,2849732000000.0,1131644000000.0,9857553000000.0,505876000000.0,67840840000000.0,413952789000000.0,0.0,60188000000.0,44304367000000.0,22772462000000.0,34046130000000.0,9220125000000.0,0.0,,,,,,,
ACB,2022,3,,6820742000000,,,,,,,3733847000000,177005000000.0,154549000000.0,,561113724000000,505378993000000,,,55734731000000,,,14358157000000,0.0,561113724000000,,,,,,,33774351000000,,,,,,,309337000000.0,,,7285530000000.0,62584455000000.0,1438382000000.0,1641739000000.0,-203357000000.0,67174000000.0,396661986000000.0,402250931000000.0,-5588945000000.0,71265935000000.0,27533790000000.0,43732145000000.0,0.0,0.0,-154788000000.0,2665262000000.0,1068585000000.0,10924119000000.0,34000000.0,51830484000000.0,392023517000000.0,0.0,64550000000.0,40052881000000.0,21407527000000.0,34046130000000.0,7164297000000.0,166147000000.0,,,,,,,
ACB,2022,2,,7179996000000,,,,,,,3625120000000,216027000000.0,158000000000.0,,543736728000000,491670697000000,,,52066031000000,,,17526035000000,0.0,543736728000000,,,,,,,27019481000000,,,,,,,309337000000.0,,,11267755000000.0,57122539000000.0,1481310000000.0,1683277000000.0,-201967000000.0,91556000000.0,390049375000000.0,395598651000000.0,-5549276000000.0,64489044000000.0,18577997000000.0,45917151000000.0,-6104000000.0,0.0,-151337000000.0,2601457000000.0,1023663000000.0,8056006000000.0,565000000.0,50712628000000.0,388131932000000.0,0.0,70779000000.0,34851291000000.0,17903502000000.0,27291260000000.0,7164297000000.0,84439000000.0,,,,,,,
ACB,2022,1,,6281931000000,,,,,,,3678381000000,216027000000.0,207771000000.0,,528636428000000,480433095000000,,,48203333000000,,,13732887000000,0.0,528636428000000,,,,,,,27019481000000,,,,,,,309837000000.0,,,18208130000000.0,54337806000000.0,5068428000000.0,5159447000000.0,-91019000000.0,92408000000.0,374124636000000.0,379982950000000.0,-5858314000000.0,58710197000000.0,10634517000000.0,48079089000000.0,-3409000000.0,0.0,-102066000000.0,2641814000000.0,1036567000000.0,7710713000000.0,0.0,44323457000000.0,386050921000000.0,0.0,79176000000.0,30949666000000.0,19029875000000.0,27291260000000.0,7164297000000.0,14889000000.0,,,,,,,
ACB,2021,4,,7509877000000,,,,,,,3762548000000,216027000000.0,171925000000.0,,527769944000000,482869035000000,,,44900909000000,,,10445352000000,0.0,527769944000000,,,,,,,27019481000000,,,,,,,299317000000.0,,,32349574000000.0,49818776000000.0,11259731000000.0,11325371000000.0,-65640000000.0,226545000000.0,356050950000000.0,361912538000000.0,-5861588000000.0,59474604000000.0,9739539000000.0,49743071000000.0,-8006000000.0,0.0,-127392000000.0,2685070000000.0,1077478000000.0,6929387000000.0,0.0,54393939000000.0,379920669000000.0,0.0,86066000000.0,30547883000000.0,17920478000000.0,27291260000000.0,7164297000000.0,0.0,,,,,,,
ACB,2021,3,,7010081000000,,,,,,,3646321000000,216027000000.0,88068000000.0,,479308753000000,436825317000000,,,42483436000000,,,9439070000000,0.0,479308753000000,,,,,,,27019481000000,,,,,,,101827000000.0,,,33532941000000.0,28675646000000.0,10151989000000.0,10239936000000.0,-87947000000.0,63982000000.0,330911258000000.0,336491602000000.0,-5580344000000.0,58533725000000.0,8886513000000.0,49807650000000.0,-160438000000.0,2967000000.0,-16726000000.0,2581210000000.0,1065111000000.0,6478715000000.0,0.0,20324174000000.0,365770473000000.0,0.0,93799000000.0,32469936000000.0,18166935000000.0,27291260000000.0,5742084000000.0,11022000000.0,,,,,,,
ACB,2021,2,,6870892000000,,,,,,,3703279000000,216027000000.0,87912000000.0,,471275438000000,430895193000000,,,40380245000000,,,12740351000000,0.0,471275438000000,,,,,,,21615585000000,,,,,,,101827000000.0,,,21912320000000.0,28988545000000.0,10270741000000.0,10375295000000.0,-104554000000.0,82038000000.0,336827639000000.0,341667500000000.0,-4839861000000.0,55528394000000.0,9535454000000.0,46253125000000.0,-260185000000.0,2967000000.0,-16882000000.0,2628026000000.0,1075253000000.0,6787651000000.0,0.0,27085956000000.0,358474148000000.0,0.0,100653000000.0,27455319000000.0,17779117000000.0,21887364000000.0,5742084000000.0,10446000000.0,,,,,,,
ACB,2021,1,,6037588000000,,,,,,,3720662000000,216027000000.0,99549000000.0,,449514732000000,411585397000000,,,37929335000000,,,10302116000000,0.0,449514732000000,,,,,,,21615585000000,,,,,,,101827000000.0,,,20232572000000.0,27746394000000.0,4419502000000.0,4529892000000.0,-110390000000.0,135503000000.0,320754992000000.0,324311117000000.0,-3556125000000.0,58893891000000.0,10294062000000.0,48932832000000.0,-333003000000.0,2967000000.0,-5245000000.0,2664580000000.0,1056082000000.0,7258052000000.0,0.0,20335604000000.0,352217653000000.0,0.0,108249000000.0,20384044000000.0,18539847000000.0,21887364000000.0,5742084000000.0,-2229000000.0,,,,,,,
ACB,2020,4,,6967918000000,,,,,,,3782753000000,348778000000.0,99489000000.0,,444530104000000,409081941000000,,,35448163000000,,,7819040000000,0.0,444530104000000,,,,,,,21615585000000,,,,,,,101827000000.0,,,16616798000000.0,31671245000000.0,6167917000000.0,6285763000000.0,-117846000000.0,54473000000.0,308528625000000.0,311478989000000.0,-2950364000000.0,63399011000000.0,10790432000000.0,53048264000000.0,-439685000000.0,2967000000.0,-5305000000.0,2716915000000.0,1065838000000.0,6893097000000.0,0.0,23875242000000.0,353195838000000.0,0.0,116705000000.0,22049697000000.0,9844459000000.0,21887364000000.0,5741759000000.0,0.0,,,,,,,
ACB,2020,3,,5824836000000,,,,,,,3729438000000,356499000000.0,97963000000.0,,418748315000000,385829347000000,,,32918968000000,,,6415275000000,0.0,418748315000000,,,,,,,21615585000000,,,,,,,101827000000.0,,,12289157000000.0,29838744000000.0,4143804000000.0,4277852000000.0,-134048000000.0,42679000000.0,294472526000000.0,297385546000000.0,-2913020000000.0,61864870000000.0,10872656000000.0,51467407000000.0,-475193000000.0,1441000000.0,-5305000000.0,2649067000000.0,1080371000000.0,6087799000000.0,0.0,17961521000000.0,334729380000000.0,0.0,127949000000.0,22887748000000.0,10122749000000.0,21887364000000.0,4595981000000.0,20348000000.0,,,,,,,
ACB,2020,2,,5518509000000,,,,,,,3756172000000,358225000000.0,97895000000.0,,396760420000000,365927975000000,,,30832445000000,,,9328915000000,0.0,396760420000000,,,,,,,16627373000000,,,,,,,101827000000.0,,,20813912000000.0,25070380000000.0,635958000000.0,776995000000.0,-141037000000.0,129009000000.0,280990276000000.0,283755020000000.0,-2764744000000.0,54129458000000.0,11139839000000.0,43506523000000.0,-516904000000.0,1441000000.0,-5373000000.0,2687750000000.0,1068422000000.0,5260626000000.0,0.0,2366296000000.0,330551052000000.0,0.0,134393000000.0,23090786000000.0,9785448000000.0,16899152000000.0,4595981000000.0,8397000000.0,,,,,,,
ACB,2020,1,,5466150000000,,,,,,,3772593000000,359950000000.0,97884000000.0,,387396053000000,357983688000000,,,29412365000000,,,7907260000000,0.0,387396053000000,,,,,,,16627373000000,,,,,,,101827000000.0,,,12671154000000.0,30650377000000.0,2035207000000.0,2243213000000.0,-208006000000.0,0.0,272135299000000.0,274793621000000.0,-2658322000000.0,54187498000000.0,14796407000000.0,39940573000000.0,-549482000000.0,1441000000.0,-5384000000.0,2729405000000.0,1043188000000.0,6019941000000.0,0.0,13433213000000.0,312653631000000.0,19288000000.0,143276000000.0,22989196000000.0,8745084000000.0,16899152000000.0,4595981000000.0,9972000000.0,,,,,,,
