price,acc_volume,acc_buy_volume,acc_sell_volume,acc_undefined_volume,symbol
30600,45000,1200,43800,0,DCM
30550,11100,2200,8900,0,DCM
30500,109200,56100,53100,0,DCM
30450,28000,20600,7400,0,DCM
30400,33100,20700,12400,0,DCM
30350,57200,41000,16200,0,DCM
30300,56300,9500,46800,0,DCM
30250,6100,6000,100,0,DCM
30200,54500,3700,50800,0,DCM
30150,3000,0,3000,0,DCM
30100,60800,41400,19400,0,DCM
30050,21800,3000,18800,0,DCM
30000,104400,47000,57400,0,DCM
29950,56600,46600,10000,0,DCM
29900,45700,13000,32700,0,DCM
29850,18200,11000,7200,0,DCM
29800,62100,32800,29300,0,DCM
29750,18800,15900,2900,0,DCM
29700,127400,55000,72400,0,DCM
29650,76200,36700,39500,0,DCM
29600,85700,32000,53700,0,DCM
29550,93000,8000,85000,0,DCM
29500,81500,28200,53300,0,DCM
29450,11300,7500,3800,0,DCM
29400,36600,29100,7500,0,DCM
29350,21300,14300,7000,0,DCM
29300,45900,22100,23800,0,DCM
29250,30400,23300,7100,0,DCM
29200,58300,22600,35700,0,DCM
29150,41500,11700,29800,0,DCM
29100,15300,5300,10000,0,DCM
29050,115300,53500,61800,0,DCM
29000,219600,71400,148200,0,DCM
28950,49500,1900,47600,0,DCM
28900,29100,0,29100,0,DCM
28850,87200,33800,53400,0,DCM
89900,21400,21400,0,0,DGC
89800,4600,4600,0,0,DGC
89700,300,300,0,0,DGC
89600,4200,4200,0,0,DGC
89500,13400,10900,2500,0,DGC
89400,2000,2000,0,0,DGC
89300,14200,6100,8100,0,DGC
89200,7100,2100,5000,0,DGC
89100,24900,500,24400,0,DGC
89000,48500,34600,13900,0,DGC
88900,36600,17100,19500,0,DGC
88800,38800,16000,22800,0,DGC
88700,25600,23000,2600,0,DGC
88600,21900,12100,9800,0,DGC
88500,44800,37300,7500,0,DGC
88400,45000,35300,9700,0,DGC
88300,105900,39300,66600,0,DGC
88200,279800,23300,43800,212700,DGC
88100,43600,21500,22100,0,DGC
88000,76800,37600,39200,0,DGC
87900,26500,14600,11900,0,DGC
87800,25900,18900,7000,0,DGC
87700,33600,10000,23600,0,DGC
87600,89000,11000,41300,36700,DGC
87500,87100,14500,72600,0,DGC
87400,32500,7200,25300,0,DGC
87300,9100,0,9100,0,DGC
87200,26100,3700,22400,0,DGC
87100,31100,11800,19300,0,DGC
87000,40800,5100,35700,0,DGC
86900,109700,104200,5500,0,DGC
86800,12700,5900,6800,0,DGC
86700,4100,3000,1100,0,DGC
86600,35900,10300,25600,0,DGC
86500,60900,53900,7000,0,DGC
86400,77900,47300,30600,0,DGC
86300,13600,8100,5500,0,DGC
86200,35200,31100,4100,0,DGC
86100,55600,20500,35100,0,DGC
86000,107100,65400,41700,0,DGC
85900,44000,20800,23200,0,DGC
85800,26800,10000,16800,0,DGC
85700,16800,6600,10200,0,DGC
85600,25900,11200,14700,0,DGC
85500,36300,9300,27000,0,DGC
85400,13700,8000,5700,0,DGC
85300,5600,3300,2300,0,DGC
85200,8600,2100,6500,0,DGC
85100,85800,41400,44400,0,DGC
85000,69400,39400,30000,0,DGC
84900,27800,26000,1800,0,DGC
84800,45000,27300,17700,0,DGC
84700,20000,16100,3900,0,DGC
84600,58700,31900,26800,0,DGC
84500,130200,39900,90300,0,DGC
84400,76600,39000,37600,0,DGC
84300,77000,23700,53300,0,DGC
84200,64100,25000,39100,0,DGC
84100,61400,22200,39200,0,DGC
84000,236500,46100,190400,0,DGC
83900,14300,5500,8800,0,DGC
83800,23400,8100,15300,0,DGC
83700,23600,1000,22600,0,DGC
83600,14900,0,14900,0,DGC
83500,57300,28100,29200,0,DGC
83400,9500,4300,5200,0,DGC
83300,3900,500,3400,0,DGC
83200,5500,1100,4400,0,DGC
83100,4600,4200,400,0,DGC
83000,17900,5700,12200,0,DGC
82900,5200,4400,800,0,DGC
82800,3400,1200,2200,0,DGC
82700,700,200,500,0,DGC
82600,3500,0,3500,0,DGC
82500,40700,22700,18000,0,DGC
82400,5100,2000,3100,0,DGC
82300,5500,0,5500,0,DGC
82200,12800,7200,5600,0,DGC
82100,63400,6600,56800,0,DGC
82000,33400,8200,25200,0,DGC
81900,9800,4700,5100,0,DGC
81800,16400,8200,8200,0,DGC
81700,29400,10900,18500,0,DGC
81600,29300,5900,23400,0,DGC
81500,41500,0,41500,0,DGC
32100,10800,2600,8200,0,DGW
32050,15400,3300,12100,0,DGW
32000,19500,14800,4700,0,DGW
31950,6400,5400,1000,0,DGW
31900,12600,8100,4500,0,DGW
31850,16500,1700,14800,0,DGW
31800,1200,100,1100,0,DGW
31750,9300,5400,3900,0,DGW
31700,25600,22900,2700,0,DGW
31650,29200,8700,20500,0,DGW
31600,53000,11600,28100,13300,DGW
31550,35500,21500,14000,0,DGW
31500,40500,9700,30800,0,DGW
31450,13800,11500,2300,0,DGW
31400,15100,7200,7900,0,DGW
31350,7000,2300,4700,0,DGW
31300,10500,200,10300,0,DGW
31250,13600,9800,3800,0,DGW
31200,37600,23800,13800,0,DGW
31150,15300,200,10700,4400,DGW
31100,7600,1100,6500,0,DGW
31050,4200,100,4100,0,DGW
31000,81900,36700,45200,0,DGW
30950,1700,700,1000,0,DGW
30900,4200,1900,2300,0,DGW
30850,15700,10500,5200,0,DGW
30800,44200,27200,17000,0,DGW
30750,9000,7600,1400,0,DGW
30700,14800,10600,4200,0,DGW
30650,2500,1000,1500,0,DGW
30600,11600,5700,5900,0,DGW
30550,3200,1000,2200,0,DGW
30500,29500,16900,12600,0,DGW
30450,7900,3500,4400,0,DGW
30400,9100,8400,700,0,DGW
30350,5200,1600,3600,0,DGW
30300,32800,28900,3900,0,DGW
30250,11000,8900,2100,0,DGW
30200,55800,36000,19800,0,DGW
30150,26300,5500,20800,0,DGW
30100,83800,36400,47400,0,DGW
30050,29800,200,29600,0,DGW
30000,208100,48000,160100,0,DGW
29950,48000,34900,13100,0,DGW
29900,58700,35100,23600,0,DGW
29850,15500,13800,1700,0,DGW
29800,123900,54200,69700,0,DGW
29750,2400,800,1600,0,DGW
29700,80500,50500,30000,0,DGW
29650,14700,0,14700,0,DGW
29600,42800,18800,24000,0,DGW
29550,38000,8800,29200,0,DGW
29500,183300,74600,108700,0,DGW
15200,2000,2000,0,0,DIG
15150,138300,83400,54900,0,DIG
15100,729600,245200,414600,69800,DIG
15050,1450300,276600,1173700,0,DIG
15000,624900,30400,594500,0,DIG
14950,271600,151300,120300,0,DIG
14900,791500,278900,512600,0,DIG
14850,741700,272900,468800,0,DIG
14800,1226400,484600,741800,0,DIG
14750,993000,460400,532600,0,DIG
14700,1404800,347100,1057700,0,DIG
14650,645700,19700,626000,0,DIG
14600,402100,3700,398400,0,DIG
14550,161700,5500,156200,0,DIG
14500,294100,5500,288600,0,DIG
14450,33600,15500,18100,0,DIG
14400,69000,2900,66100,0,DIG
14350,94800,51900,42900,0,DIG
14300,1253500,775700,477800,0,DIG
14250,2515700,1029100,1486600,0,DIG
14200,16766700,11126500,3653600,1986600,DIG
33100,900,900,0,0,DPM
33050,2000,1600,400,0,DPM
33000,48000,41600,6400,0,DPM
32950,30900,19100,11800,0,DPM
32900,117500,57000,60500,0,DPM
32850,85000,36100,48900,0,DPM
32800,120400,34400,86000,0,DPM
32750,100500,19100,81400,0,DPM
32700,78400,18200,57800,2400,DPM
32650,20400,1300,19100,0,DPM
32600,39700,4900,34800,0,DPM
32550,31000,9400,21600,0,DPM
32500,72000,14400,57600,0,DPM
32450,7800,4800,3000,0,DPM
32400,19500,4700,14800,0,DPM
32350,2900,1100,1800,0,DPM
32300,34700,20600,14100,0,DPM
32250,18900,5700,13200,0,DPM
32200,43700,28800,14900,0,DPM
32150,19300,7000,12300,0,DPM
32100,17500,8000,9500,0,DPM
32050,21000,11000,10000,0,DPM
32000,278000,116800,55100,106100,DPM
31950,33300,33200,100,0,DPM
31900,89600,75200,14400,0,DPM
31850,27900,24600,3300,0,DPM
31800,29600,10100,19500,0,DPM
31750,6500,5700,800,0,DPM
31700,30100,17000,13100,0,DPM
31650,60500,21300,39200,0,DPM
31600,109700,44700,65000,0,DPM
31550,52500,2000,50500,0,DPM
31500,188200,21200,167000,0,DPM
31450,14100,9600,4500,0,DPM
31400,8900,2600,6300,0,DPM
31350,38600,20200,18400,0,DPM
31300,137700,53100,84600,0,DPM
31250,82900,24100,58800,0,DPM
31200,303600,88100,215500,0,DPM
31150,148000,56200,91800,0,DPM
31100,120900,24800,96100,0,DPM
31050,79000,12800,66200,0,DPM
31000,174400,71300,103100,0,DPM
30950,900,0,900,0,DPM
30900,143200,14000,129200,0,DPM
30850,11300,1500,9800,0,DPM
30800,172100,20400,151700,0,DPM
30750,468600,143500,325100,0,DPM
30700,194400,0,194400,0,DPM
21300,2400,1600,800,0,DSE
21250,4200,500,3700,0,DSE
21200,3300,1000,2200,100,DSE
21150,9800,1200,5000,3600,DSE
21100,12300,4600,7700,0,DSE
21050,2700,0,2700,0,DSE
21000,7500,0,7500,0,DSE
20950,2900,400,2500,0,DSE
20900,3100,2100,1000,0,DSE
20850,100,100,0,0,DSE
20800,16100,13600,2500,0,DSE
20750,100,100,0,0,DSE
20700,4000,3000,1000,0,DSE
20650,1800,100,1700,0,DSE
20600,3400,400,3000,0,DSE
20550,500,400,100,0,DSE
20500,4600,200,4400,0,DSE
20400,2100,2000,100,0,DSE
20300,100,0,100,0,DSE
20100,7400,3300,4100,0,DSE
20050,24200,7800,16400,0,DSE
20000,16000,3500,12500,0,DSE
19950,11700,1700,10000,0,DSE
19900,24200,0,24200,0,DSE
14300,600,600,0,0,DXG
14250,422700,297100,125600,0,DXG
14200,1195600,403100,792500,0,DXG
14150,811500,130000,681500,0,DXG
14100,482000,45200,436800,0,DXG
14050,535800,115400,281900,138500,DXG
14000,1809800,59000,668400,1082400,DXG
13950,271500,79500,192000,0,DXG
13900,282200,97200,185000,0,DXG
13850,156900,49500,107400,0,DXG
13800,503300,162300,341000,0,DXG
13750,344500,210600,133900,0,DXG
13700,939600,470100,469500,0,DXG
13650,1445900,686500,759400,0,DXG
13600,927000,311600,615400,0,DXG
13550,501000,273500,227500,0,DXG
13500,1435300,605400,829900,0,DXG
13450,943600,397700,545900,0,DXG
13400,1719600,869700,849900,0,DXG
13350,3509600,1512600,1997000,0,DXG
13300,9276300,2811900,6464400,0,DXG
6000,29800,0,0,29800,DXS
5990,1900,1900,0,0,DXS
5980,12800,12800,0,0,DXS
5970,16900,12900,4000,0,DXS
5960,21100,15200,5900,0,DXS
5950,82800,28500,54300,0,DXS
5940,40200,5200,35000,0,DXS
5930,43900,2400,41500,0,DXS
5920,32400,0,32400,0,DXS
5910,19800,3600,16200,0,DXS
5900,99800,2000,97800,0,DXS
5890,5200,0,5200,0,DXS
5880,15600,3200,12400,0,DXS
5870,1700,1000,700,0,DXS
5860,10900,0,10900,0,DXS
5850,69800,0,69800,0,DXS
5840,5900,0,5900,0,DXS
5830,5200,500,4700,0,DXS
5820,9300,0,9300,0,DXS
5810,34100,200,33900,0,DXS
5800,51000,5900,45100,0,DXS
5790,6000,1300,4700,0,DXS
5780,34200,22200,12000,0,DXS
5770,12400,200,12200,0,DXS
5760,26100,0,26100,0,DXS
5750,35400,2300,33100,0,DXS
5740,68200,47400,20800,0,DXS
5730,103700,4000,99700,0,DXS
5720,52200,0,52200,0,DXS
5710,128000,24900,46100,57000,DXS
5700,215400,6000,209400,0,DXS
5690,2800,1900,900,0,DXS
5680,27400,23500,3900,0,DXS
5670,78100,30900,47200,0,DXS
5660,59400,13500,45900,0,DXS
5650,183800,21100,162700,0,DXS
5640,126300,11100,115200,0,DXS
5630,55600,3500,52100,0,DXS
5620,43700,2500,41200,0,DXS
5610,181700,40800,140900,0,DXS
5600,664400,125500,538900,0,DXS
5590,245100,80300,164800,0,DXS
5580,1324900,429900,895000,0,DXS
19250,281300,209100,72200,0,EIB
19200,270700,256800,13900,0,EIB
19150,347600,122800,224800,0,EIB
19100,975500,370300,605200,0,EIB
19050,929900,213300,716600,0,EIB
19000,573400,380500,192900,0,EIB
18950,196900,29300,167600,0,EIB
18900,613700,200900,412800,0,EIB
18850,249400,28600,220800,0,EIB
18800,474600,293400,181200,0,EIB
18750,660400,354400,306000,0,EIB
18700,644600,221400,384200,39000,EIB
18650,571800,126400,445400,0,EIB
18600,572000,184700,387300,0,EIB
18550,377800,155100,222700,0,EIB
18500,618500,418000,200500,0,EIB
18450,570600,325500,245100,0,EIB
18400,2129300,532800,446500,1150000,EIB
18350,467600,243600,224000,0,EIB
18300,312600,82900,229700,0,EIB
18250,599800,149500,450300,0,EIB
18200,762800,212400,550400,0,EIB
18150,378800,118300,260500,0,EIB
18100,1224100,687300,536800,0,EIB
18050,526600,223000,303600,0,EIB
18000,1563700,700900,862800,0,EIB
17950,536900,193800,343100,0,EIB
17900,401300,194900,206400,0,EIB
17850,268600,166300,102300,0,EIB
17800,440000,173400,266600,0,EIB
17750,595600,214600,381000,0,EIB
17700,795100,274100,521000,0,EIB
17650,253500,71700,181800,0,EIB
17600,754100,249700,504400,0,EIB
17550,2228000,1172600,1055400,0,EIB
17500,397000,0,397000,0,EIB
9460,2000,2000,0,0,EVF
9450,71100,35600,35500,0,EVF
9440,42900,42600,300,0,EVF
9430,49400,14900,34500,0,EVF
9420,1600,1600,0,0,EVF
9410,17100,4700,12400,0,EVF
9400,365300,253200,112100,0,EVF
9390,39400,9100,30300,0,EVF
9380,68200,34800,33400,0,EVF
9370,37100,37100,0,0,EVF
9360,200,200,0,0,EVF
9350,58600,51800,6800,0,EVF
9340,46000,24300,21700,0,EVF
9330,212000,82100,129900,0,EVF
9320,338800,118200,220600,0,EVF
9310,694700,153000,439800,101900,EVF
9300,609800,208800,401000,0,EVF
9290,314600,95200,219400,0,EVF
9280,349400,93300,256100,0,EVF
9270,69900,22100,47800,0,EVF
9260,186400,59800,126600,0,EVF
9250,330100,24400,305700,0,EVF
9240,82200,1500,80700,0,EVF
9230,27400,1600,25800,0,EVF
9220,185200,76100,109100,0,EVF
9210,198600,79400,119200,0,EVF
9200,579800,100,579700,0,EVF
9190,51000,0,51000,0,EVF
9180,37400,0,37400,0,EVF
9170,1000,900,100,0,EVF
9160,26900,500,26400,0,EVF
9150,301100,18900,43800,238400,EVF
9140,11300,200,11100,0,EVF
9120,22400,13900,8500,0,EVF
9110,126300,23100,103200,0,EVF
9100,307600,139600,168000,0,EVF
9090,103400,25400,78000,0,EVF
9080,700,100,600,0,EVF
9070,17400,1200,16200,0,EVF
9060,1700,400,1300,0,EVF
9050,61300,4500,56800,0,EVF
9040,1200,0,1200,0,EVF
9030,1200,100,1100,0,EVF
9020,26700,5700,21000,0,EVF
9010,169100,56200,112900,0,EVF
9000,1403800,938600,465200,0,EVF
8990,172200,70600,101600,0,EVF
8980,17400,11500,5900,0,EVF
8970,10200,10200,0,0,EVF
8960,13200,200,13000,0,EVF
8950,104200,54100,50100,0,EVF
8940,96400,12500,83900,0,EVF
8930,322400,183700,138700,0,EVF
8920,153800,84600,69200,0,EVF
8910,95500,35200,60300,0,EVF
8900,709600,354200,355400,0,EVF
8890,199000,120700,78300,0,EVF
8880,472900,392500,80400,0,EVF
8870,278800,82800,196000,0,EVF
8860,281200,143000,138200,0,EVF
8850,681700,310600,371100,0,EVF
8840,428200,137600,290600,0,EVF
8830,289000,93500,195500,0,EVF
8820,312000,121800,190200,0,EVF
8810,396000,85600,310400,0,EVF
8800,714700,290000,424700,0,EVF
8790,91200,42000,49200,0,EVF
8780,2000,200,1800,0,EVF
8770,12500,7300,5200,0,EVF
8760,22600,2200,20400,0,EVF
8750,274600,89600,185000,0,EVF
8740,28200,14800,13400,0,EVF
8730,25100,11600,13500,0,EVF
8720,2900,1300,1600,0,EVF
8710,44500,8800,35700,0,EVF
8700,248400,26200,222200,0,EVF
8690,147200,111300,35900,0,EVF
8680,158300,11100,147200,0,EVF
8670,362800,138400,224400,0,EVF
8660,5908700,4497500,1411200,0,EVF
111200,1300,1300,0,0,FPT
111100,1000,1000,0,0,FPT
111000,132800,69000,17700,46100,FPT
110900,25700,22900,2800,0,FPT
110800,54500,43900,10600,0,FPT
110700,44200,26100,18100,0,FPT
110600,38800,15900,22900,0,FPT
110500,110000,46900,63100,0,FPT
110400,261400,34300,38500,188600,FPT
110300,20100,11800,8300,0,FPT
110200,43400,20700,22700,0,FPT
110100,78100,18800,59300,0,FPT
110000,158200,61900,96300,0,FPT
109900,55100,31200,23900,0,FPT
109800,49600,27800,21800,0,FPT
109700,48800,27600,21200,0,FPT
109600,103100,57200,45900,0,FPT
109500,147200,47500,99700,0,FPT
109400,72300,25800,46500,0,FPT
109300,127400,54900,72500,0,FPT
109200,79800,45500,34300,0,FPT
109100,149500,56600,92900,0,FPT
109000,465800,256000,209800,0,FPT
108900,185300,88800,96500,0,FPT
108800,148200,65400,82800,0,FPT
108700,140800,50400,90400,0,FPT
108600,107200,14100,93100,0,FPT
108500,231400,80700,150700,0,FPT
108400,179200,90300,88900,0,FPT
108300,126100,70200,55900,0,FPT
108200,130800,24800,106000,0,FPT
108100,125900,60700,65200,0,FPT
108000,318200,99200,219000,0,FPT
107900,53100,17700,35400,0,FPT
107800,23900,16200,7700,0,FPT
107700,80400,55400,25000,0,FPT
107600,55000,26600,28400,0,FPT
107500,73800,36900,36900,0,FPT
107400,34500,31100,3400,0,FPT
107300,26200,19500,6700,0,FPT
107200,138900,76400,62500,0,FPT
107100,93900,25300,68600,0,FPT
107000,451300,139300,312000,0,FPT
106900,77300,44700,32600,0,FPT
106800,93600,68600,25000,0,FPT
106700,107100,63300,43800,0,FPT
106600,57000,31500,25500,0,FPT
106500,285200,113300,171900,0,FPT
106400,88000,33800,54200,0,FPT
106300,136200,92100,44100,0,FPT
106200,141200,72300,68900,0,FPT
106100,115600,24600,91000,0,FPT
106000,394700,110000,284700,0,FPT
105900,12900,5200,7700,0,FPT
105800,24400,600,23800,0,FPT
105700,18400,4400,14000,0,FPT
105600,188200,141500,46700,0,FPT
105500,186000,41800,144200,0,FPT
105400,72600,31100,41500,0,FPT
105300,77900,40900,37000,0,FPT
105200,51200,24500,26700,0,FPT
105100,169600,24700,144900,0,FPT
105000,659800,89600,570200,0,FPT
104900,90900,51300,39600,0,FPT
104800,249000,147200,101800,0,FPT
104700,183200,70500,112700,0,FPT
104600,113200,34600,78600,0,FPT
104500,166100,42700,123400,0,FPT
104400,75300,50300,25000,0,FPT
104300,86300,40500,45800,0,FPT
104200,39300,18700,20600,0,FPT
104100,80300,27300,53000,0,FPT
104000,94600,0,94600,0,FPT
159800,102300,0,0,102300,FRT
157900,800,800,0,0,FRT
157800,3300,100,3200,0,FRT
157700,100,100,0,0,FRT
157600,200,0,200,0,FRT
157500,1300,1300,0,0,FRT
157300,500,500,0,0,FRT
157200,100,100,0,0,FRT
157100,100,100,0,0,FRT
157000,52600,52500,100,0,FRT
156900,11600,11600,0,0,FRT
156800,8500,8500,0,0,FRT
156700,1700,1700,0,0,FRT
156600,100,100,0,0,FRT
156500,37100,35300,1800,0,FRT
156400,12000,11700,300,0,FRT
156300,3900,3400,500,0,FRT
156200,3300,1600,1700,0,FRT
156100,12500,1300,11200,0,FRT
156000,64400,38600,25800,0,FRT
155900,11700,8200,3500,0,FRT
155800,4700,2600,2100,0,FRT
155700,3900,3000,900,0,FRT
155600,10600,3000,7600,0,FRT
155500,17900,2700,15200,0,FRT
155400,9900,1500,8400,0,FRT
155300,4000,2400,1600,0,FRT
155200,14100,10400,3700,0,FRT
155100,20200,11800,8400,0,FRT
155000,126500,88000,38500,0,FRT
154900,44800,17600,27200,0,FRT
154800,31600,18600,13000,0,FRT
154700,15500,2700,12800,0,FRT
154600,25700,6300,19400,0,FRT
154500,14900,4400,10500,0,FRT
154400,9900,5300,4600,0,FRT
154300,5000,2800,2200,0,FRT
154200,3100,0,3100,0,FRT
154100,12200,200,12000,0,FRT
154000,49700,10500,39200,0,FRT
153900,5300,3400,1900,0,FRT
153800,5300,1600,3700,0,FRT
153700,2500,0,2500,0,FRT
153600,6500,2400,4100,0,FRT
153500,7500,700,6800,0,FRT
153400,7400,1200,6200,0,FRT
153300,5300,0,5300,0,FRT
153200,5400,1700,3700,0,FRT
153100,16100,2200,13900,0,FRT
153000,19400,12700,6700,0,FRT
152900,7000,6900,100,0,FRT
152800,9700,5900,3800,0,FRT
152700,5100,1100,4000,0,FRT
152600,1000,100,900,0,FRT
152500,16000,7700,8300,0,FRT
152400,6100,5100,1000,0,FRT
152300,4400,3900,500,0,FRT
152200,4500,1400,3100,0,FRT
152100,12900,1900,11000,0,FRT
152000,39600,19100,20500,0,FRT
151900,21100,2900,10700,7500,FRT
151800,5900,4300,1600,0,FRT
151700,3200,800,2400,0,FRT
151600,9100,1200,7900,0,FRT
151500,3600,900,2700,0,FRT
151400,1000,0,1000,0,FRT
151300,2300,0,2300,0,FRT
151200,7300,100,7200,0,FRT
151100,24200,1600,22600,0,FRT
151000,62100,21000,41100,0,FRT
150900,14800,8900,5900,0,FRT
150800,11900,700,11200,0,FRT
150700,1500,0,1500,0,FRT
150600,1200,200,1000,0,FRT
150500,400,0,400,0,FRT
150400,900,0,900,0,FRT
150300,1600,500,1100,0,FRT
150200,1000,0,1000,0,FRT
150100,2100,200,1900,0,FRT
150000,15800,4900,10900,0,FRT
149900,1100,1000,100,0,FRT
149800,400,400,0,0,FRT
149600,1100,0,1100,0,FRT
149500,900,700,200,0,FRT
149200,800,400,400,0,FRT
149100,1200,0,1200,0,FRT
149000,27100,20500,6600,0,FRT
148900,6800,300,6500,0,FRT
148800,3100,400,2700,0,FRT
148700,3100,900,2200,0,FRT
148600,100,0,100,0,FRT
148500,1700,500,1200,0,FRT
148400,2000,200,1800,0,FRT
148300,2700,1200,1500,0,FRT
148200,7100,5200,1900,0,FRT
148100,8100,1800,6300,0,FRT
148000,36500,17700,18800,0,FRT
147900,1000,1000,0,0,FRT
147800,400,100,300,0,FRT
147700,600,100,500,0,FRT
147600,3600,2000,1600,0,FRT
147500,15700,6100,9600,0,FRT
147400,5100,2800,2300,0,FRT
147300,4200,1000,3200,0,FRT
147200,2800,0,2800,0,FRT
147100,1000,0,1000,0,FRT
147000,13800,600,13200,0,FRT
146900,1400,0,1400,0,FRT
146800,1700,600,1100,0,FRT
146700,1400,300,1100,0,FRT
146600,2600,500,2100,0,FRT
146500,1800,0,1800,0,FRT
146400,1000,0,1000,0,FRT
146300,500,0,500,0,FRT
146200,1400,0,1400,0,FRT
146100,2000,0,2000,0,FRT
146000,4700,2000,2700,0,FRT
145800,300,0,300,0,FRT
145700,800,0,800,0,FRT
145600,2500,1500,1000,0,FRT
145500,1100,0,1100,0,FRT
145400,900,0,900,0,FRT
145300,600,0,600,0,FRT
145200,600,0,600,0,FRT
145100,700,0,700,0,FRT
145000,7500,0,7500,0,FRT
144000,100,0,100,0,FRT
143100,400,300,100,0,FRT
143000,1800,200,1600,0,FRT
142800,200,0,200,0,FRT
142500,5200,0,5200,0,FRT
37600,1300,1300,0,0,FTS
37550,23000,23000,0,0,FTS
37500,78200,47800,30400,0,FTS
37450,31000,21300,9700,0,FTS
37400,42900,1200,41700,0,FTS
37350,15300,12200,3100,0,FTS
37300,39200,23200,16000,0,FTS
37250,9800,5600,4200,0,FTS
37200,92300,3800,18400,70100,FTS
37150,29600,9800,19800,0,FTS
37100,109000,48000,61000,0,FTS
37050,190400,57900,132500,0,FTS
37000,262800,62900,199900,0,FTS
36950,88000,17500,70500,0,FTS
36900,206700,46600,160100,0,FTS
36850,107600,14000,93600,0,FTS
36800,96100,10100,86000,0,FTS
36750,27400,4300,23100,0,FTS
36700,38400,17300,21100,0,FTS
36650,110800,23900,86900,0,FTS
36600,267000,69900,197100,0,FTS
36550,81300,2700,78600,0,FTS
36500,106600,0,106600,0,FTS
36450,11700,700,11000,0,FTS
36400,21800,100,21700,0,FTS
36350,2500,0,2500,0,FTS
36300,14600,400,14200,0,FTS
36250,5100,2000,3100,0,FTS
36200,24500,1100,23400,0,FTS
36150,6700,2500,4200,0,FTS
36100,14500,0,14500,0,FTS
36050,54200,19300,34900,0,FTS
36000,150900,13100,137800,0,FTS
35950,31700,21000,10700,0,FTS
35900,64100,26400,37700,0,FTS
35850,30300,5100,25200,0,FTS
35800,53500,20500,33000,0,FTS
35750,35300,22400,12900,0,FTS
35700,187600,98800,88800,0,FTS
35650,76700,27700,49000,0,FTS
35600,102600,51000,51600,0,FTS
35550,45000,14400,30600,0,FTS
35500,312400,40800,78400,193200,FTS
35450,3800,1700,2100,0,FTS
35400,39800,35800,4000,0,FTS
35350,67600,42000,25600,0,FTS
35300,46500,20700,25800,0,FTS
35250,31200,26900,4300,0,FTS
35200,142400,52900,89500,0,FTS
35150,51800,27600,24200,0,FTS
35100,133600,24000,109600,0,FTS
35050,139400,33300,106100,0,FTS
35000,3419400,2856100,563300,0,FTS
58100,700,700,0,0,GAS
58000,60900,56100,4800,0,GAS
57900,52700,50500,2200,0,GAS
57800,36000,20300,15700,0,GAS
57700,54000,29500,24500,0,GAS
57600,18600,2400,16200,0,GAS
57500,39800,5300,25300,9200,GAS
57400,25000,4600,20400,0,GAS
57300,24200,7700,16500,0,GAS
57200,37600,3100,34500,0,GAS
57100,84200,12500,51500,20200,GAS
57000,67700,26400,41300,0,GAS
56900,37300,21300,16000,0,GAS
56800,14500,8900,5600,0,GAS
56700,40100,1000,39100,0,GAS
56600,15200,1800,13400,0,GAS
56500,26800,3500,23300,0,GAS
56400,1500,100,1400,0,GAS
56300,26400,20000,6400,0,GAS
56200,14700,1000,13700,0,GAS
56100,2900,200,2700,0,GAS
56000,23900,4700,19200,0,GAS
55900,3000,2000,1000,0,GAS
55800,27300,21500,5800,0,GAS
55700,10600,1000,9600,0,GAS
55600,16400,2800,13600,0,GAS
55500,13900,8200,5700,0,GAS
55400,2500,300,2200,0,GAS
55300,54700,28400,26300,0,GAS
55200,20000,10400,9600,0,GAS
55100,48500,17700,30800,0,GAS
55000,157500,63400,94100,0,GAS
54900,10200,6600,3600,0,GAS
54800,7200,3600,3600,0,GAS
54700,2100,0,2100,0,GAS
54600,14600,2000,12600,0,GAS
54500,10300,0,10300,0,GAS
54400,900,0,900,0,GAS
54300,6000,0,6000,0,GAS
27750,27700,27700,0,0,GEX
27700,181400,61300,120100,0,GEX
27650,192200,118400,73800,0,GEX
27600,162700,110600,52100,0,GEX
27550,235700,142700,93000,0,GEX
27500,644500,350800,293700,0,GEX
27450,590400,304700,285700,0,GEX
27400,665500,226100,439400,0,GEX
27350,685800,224900,460900,0,GEX
27300,1134000,343500,790500,0,GEX
27250,745600,60100,685500,0,GEX
27200,379600,81100,298500,0,GEX
27150,423500,32300,391200,0,GEX
27100,501400,87600,413800,0,GEX
27050,390800,80300,310500,0,GEX
27000,989100,277700,588600,122800,GEX
26950,545000,92100,452900,0,GEX
26900,435100,60000,375100,0,GEX
26850,151500,10900,140600,0,GEX
26800,401400,132200,269200,0,GEX
26750,261600,52800,208800,0,GEX
26700,206900,24200,182700,0,GEX
26650,77800,4500,73300,0,GEX
26600,297600,99600,198000,0,GEX
26550,104600,4100,100500,0,GEX
26500,633200,151200,482000,0,GEX
26450,154000,0,154000,0,GEX
26400,127500,1900,125600,0,GEX
26350,66200,22700,43500,0,GEX
26300,1297000,208200,58400,1030400,GEX
26250,251300,160500,90800,0,GEX
26200,166400,70500,95900,0,GEX
26150,91500,34800,56700,0,GEX
26100,238000,69500,168500,0,GEX
26050,76200,37000,39200,0,GEX
26000,614800,365300,249500,0,GEX
25950,402800,235200,167600,0,GEX
25900,273200,64400,208800,0,GEX
25850,51000,38100,12900,0,GEX
25800,240000,107600,132400,0,GEX
25750,162300,83500,78800,0,GEX
25700,439700,204800,234900,0,GEX
